# Lista de Achievements - Warface

**Total:** 3417 achievements
- **Insignias (Badge):** 757
- **Fitas (Stripe):** 1688
- **Marcas (Mark):** 972

---

## INSIGNIAS (Badge)

| ID | Nome (PT) | Amount | Arquivo |
| 10145 | M134-GAU19b Hybrid Dragão Dourado | 2500 | hmg03_samurai01kill.xml |
| 10146 | Triple Threat | 5000 | shg55kill.xml |
| 10147 | Avançado: Triple Threat | 10000 | shg55kill25.xml |
| 10148 | Menace dourada | 999 | shg55_gold_kill_01.xml |
| 10158 | Personagem Principal | 1 | ru_valkyrie_stripe_01.xml |
| 10181 | Esquadrão Condenado | 5 | swarm_stripe_01.xml |
| 10182 | SED Condenado | 1 | swarm_stripe_02.xml |
| 10183 | Franco-atirador Condenado | 1 | swarm_stripe_03.xml |
| 10184 | Médico Condenado | 1 | swarm_stripe_04.xml |
| 10185 | Fuzileiro Condenado | 1 | swarm_stripe_05.xml |
| 10186 | Engenheiro Condenado | 1 | swarm_stripe_06.xml |
| 10187 | Colecionador de Insetos | 19 | swarm_stripe_07.xml |
| 10188 | O Perseguidor Noturno | 15 | swarm_stripe_08.xml |
| 10503 | Terremoto Hardcore (Fuzileiro) | 1 | vol_survivor3.xml |
| 10504 | Terremoto Hardcore (Médico) | 1 | vol_survivor4.xml |
| 10505 | Terremoto Hardcore (Engenheiro) | 1 | vol_survivor5.xml |
| 10506 | Terremoto Hardcore (Franco-atirador) | 1 | vol_survivor6.xml |
| 10509 | Aniquilador de Chefes | 50 | vol_turret_boss9.xml |
| 10513 | Matador do Terremoto | 10000 | vol_kills13.xml |
| 10514 | Mestre Corpo a Corpo do Terremoto | 500 | vol_kills_kn14.xml |
| 10515 | Toque Magmático | 10000 | lava01kills01.xml |
| 10518 | Segundo advento | 5000 | ar46kill.xml |
| 10519 | Avançado: Segundo advento | 10000 | ar46kill25.xml |
| 10520 | Padrão ouro | 999 | ar46_gold_kill_01.xml |
| 10523 | Predador faminto | 10000 | rank09_stripe_01.xml |
| 11000 | Espreitador da Pirâmide (Fuzileiro) | 3 | afro_survivor1.xml |
| 11001 | Espreitador da Pirâmide (Médico) | 3 | afro_survivor2.xml |
| 11002 | Espreitador da Pirâmide (Engenheiro) | 3 | afro_survivor3.xml |
| 11004 | Espreitador da Pirâmide (Franco-atirador) | 3 | afro_survivor4.xml |
| 11013 | Tempestade Infernal | 3 | vol_survivor7.xml |
| 11014 | Passeio Infernal | 3 | vol_survivor8.xml |
| 11015 | Construção Infernal | 3 | vol_survivor9.xml |
| 11016 | Local Infernal | 3 | vol_survivor11.xml |
| 11019 | Totalmente Móvel | 25 | tbshawkrockdoublekill01.xml |
| 11020 | O Escolhido | 10 | tbshawkrocktriplekill01.xml |
| 11021 | Portador da Luz | 1 | tbshawkrockwinnernodeath01.xml |
| 12102 | Contribuição decisiva | 10000000 | 9may_stripe_01.xml |
| 12104 | Morte dolorosa | 5000 | ar35kill.xml |
| 12105 | Morte dolorosa avançado | 10000 | ar35kill25.xml |
| 12106 | Poder imperial | 999 | ar35_gold_kill_01.xml |
| 12107 | Quem Ousa Vencer | 5000 | ar42kill.xml |
| 12108 | Avançado: Quem Ousa Vencer | 10000 | ar42kill25.xml |
| 12109 | Oportunidade de Ouro | 999 | ar42_gold_kill_01.xml |
| 12110 | Espada de Damocles | 5000 | ar37kill.xml |
| 12111 | Avançado: Espada de Damocles | 10000 | ar37kill25.xml |
| 12112 | Memento Mori | 999 | ar37_gold_kill_01.xml |
| 12113 | CZ 805 BREN A2 Great Gatsby | 2500 | ar37_friday01kill.xml |
| 12114 | Kel-Tec KS7 Great Gatsby | 2500 | shg54_friday01kill.xml |
| 12115 | AMB-17 Great Gatsby | 2500 | smg53_friday01kill.xml |
| 12116 | SV-98 Great Gatsby | 2500 | sr48_friday01kill.xml |
| 12117 | TEC-9 Great Gatsby | 2500 | pt36_friday01kill.xml |
| 12118 | Gerber Tomahawk Great Gatsby | 2500 | kn21_friday01kill.xml |
| 12120 | FN SCAR-H Particle | 2500 | ar11_bp09kill.xml |
| 12121 | AK-47 Particle | 2500 | ar22_bp09kill.xml |
| 12122 | AS "VAL" Particle | 2500 | ar23_bp09kill.xml |
| 12123 | Machete Kukri KA-BAR Particle | 2500 | kn07_bp09kill.xml |
| 12124 | Machado Tático Particle | 2500 | kn16_bp09kill.xml |
| 12125 | QSZ-92 Particle | 2500 | pt23_bp09kill.xml |
| 12126 | CZ 75-Auto Particle | 2500 | pt32_bp09kill.xml |
| 12127 | Remington 870 R.A.S. Particle | 2500 | shg33_bp09kill.xml |
| 12128 | Fabarm S.A.T. 8 Pro Particle | 2500 | shg35_bp09kill.xml |
| 12129 | Saiga 12 Spike Particle | 2500 | shg46_bp09kill.xml |
| 12130 | Berreta MX4 Storm Particle | 2500 | smg26_bp09kill.xml |
| 12131 | Magpul FMG-9 Particle | 2500 | smg36_bp09kill.xml |
| 12132 | PM-84 Glauberyt Custom Particle | 2500 | smg37_bp09kill.xml |
| 12133 | CheyTac M200 Particle | 2500 | sr08_bp09kill.xml |
| 12134 | Steyr Scout Particle | 2500 | sr34_bp09kill.xml |
| 12135 | M40A5 Particle | 2500 | sr35_bp09kill.xml |
| 12136 | Esmagador Spades | 10000 | rank05_stripe_01.xml |
| 12137 | Esmagador Clubs | 10000 | rank06_stripe_01.xml |
| 12138 | Esmagador Diamonds | 10000 | rank07_stripe_01.xml |
| 12139 | Esmagador Hearts | 10000 | rank08_stripe_01.xml |
| 12147 | Poço de Serpentes | 1 | progress_bp09_stripe_01.xml |
| 12151 | Nascimento de Uma Lenda | 1 | tournament_bp09_stripe_01.xml |
| 12154 | Fúria da Górgona | 1 | weekly_bp09_stripe_01.xml |
| 12156 | Encrenca em Dobro | 5000 | shg57kill.xml |
| 12157 | Avançado: Encrenca em Dobro | 10000 | shg57kill25.xml |
| 12158 | Dupla Pavorosa | 999 | shg57_gold_kill_01.xml |
| 12161 | Barreira de Energia | 1 | sg42_stripe_01.xml |
| 12164 | Maníaco por Halloween | 10000 | hlw03_stripe_01.xml |
| 12165 | Particularmente Perigoso | 10000 | bp09_stripe_01.xml |
| 13000 | Custom Pro | 5000 | smg50kill.xml |
| 13001 | Avançado: Custom Pro | 10000 | smg50kill10.xml |
| 13003 | Parasitas Mortíferos | 10000 | swarm01_stripe_01.xml |
| 13005 | Apoiador | 1 | ru_proleague_xv_stripe_01.xml |
| 13006 | O Fã | 1 | ru_proleague_xv_stripe_02.xml |
| 13022 | Caçador das Sombras | 1 | firstplacehnt_pripyat1.xml |
| 13023 | Perseguidor | 25 | firstplacehnt_pripyat2.xml |
| 13024 | O Último Perseguidor | 50 | firstplacehnt_pripyat3.xml |
| 13032 | Battle Cup: Vencedor | 1 | ru_bc_stripe_01.xml |
| 13033 | MacLeod | 1 | ru_bc_stripe_02.xml |
| 13034 | Meu Nome é Legião. | 1 | ru_bc_stripe_03.xml |
| 13035 | Tavor CTAR-21 Lake Bird | 2500 | smg10_viet01kill.xml |
| 13036 | Saiga Bullpup Lake Bird | 2500 | shg07_viet01kill.xml |
| 13037 | AK-103 Lake Bird | 2500 | ar04_viet01kill.xml |
| 13038 | Glock 18C Lake Bird | 2500 | pt21_viet01kill.xml |
| 13039 | M16A3 Custom Lake Bird | 2500 | ar12_viet01kill.xml |
| 13040 | CS5 McMillan Lake Bird | 2500 | sr09_viet01kill.xml |
| 13041 | Machado Tático Lake Bird | 2500 | kn16_viet01kill.xml |
| 13044 | Mapa do Tesouro em uma Garrafa | 1 | ru_stripe_pirate01.xml |
| 13045 | Campeão da Temporada VIII | 1 | ru_wlan_stripe_08.xml |
| 13046 | Campeão da Temporada VII | 1 | ru_wlan_stripe_09.xml |
| 13047 | Campeão da Temporada VI | 1 | ru_wlan_stripe_10.xml |
| 13048 | Campeão da Temporada V | 1 | ru_wlan_stripe_11.xml |
| 13049 | Campeão da Temporada IV | 1 | ru_wlan_stripe_12.xml |
| 13050 | Campeão da Temporada III | 1 | ru_wlan_stripe_13.xml |
| 13051 | Campeão da Temporada II | 1 | ru_wlan_stripe_14.xml |
| 13052 | Campeão da Temporada I | 1 | ru_wlan_stripe_15.xml |
| 13053 | Campeão da Temporada X | 1 | ru_wlan_stripe_16.xml |
| 13054 | Campeão da Temporada IX | 1 | ru_wlan_stripe_17.xml |
| 13076 | H&K MG5 121 Rogue | 2500 | mg26_brazil01kill.xml |
| 13077 | Howa Type 89 Custom Rogue | 2500 | ar39_brazil01kill.xml |
| 13078 | F90 MBR Rogue | 2500 | ar36_brazil01kill.xml |
| 13079 | Kel-Tec KS7 Rogue | 2500 | shg54_brazil01kill.xml |
| 13080 | Chiappa Triple Threat Rogue | 2500 | shg55_brazil01kill.xml |
| 13081 | Fabarm XLR 5 Prestige Rogue | 2500 | shg38_brazil01kill.xml |
| 13082 | AM-17 Rogue | 2500 | smg49_brazil01kill.xml |
| 13083 | SIG MPX SBR Custom Rogue | 2500 | smg46_brazil01kill.xml |
| 13084 | LWRC SMG-45 Rogue | 2500 | smg45_brazil01kill.xml |
| 13085 | Truvelo CMS 20x42 Rogue | 2500 | sr47_brazil01kill.xml |
| 13086 | SV-98 Rogue | 2500 | sr48_brazil01kill.xml |
| 13087 | AX308 Rogue | 2500 | sr31_brazil01kill.xml |
| 13088 | XM556 Microgun Rogue | 2500 | hmg02_brazil01kill.xml |
| 13089 | Kel-Tec SUB2000 Rogue | 2500 | pt39_brazil01kill.xml |
| 13090 | SIG Sauer P226 Rogue | 2500 | pt14_brazil01kill.xml |
| 13091 | Canivete Butterfly Rogue | 2500 | kn19_brazil01kill.xml |
| 13092 | Caminho do Samurai | 999 | kn13_gold01kill.xml |
| 13093 | ACR de Natal | 2000 | ar20_xmaskill.xml |
| 13094 | Kriss Super V de Natal | 2000 | smg03_xmaskill.xml |
| 13095 | SPAS-12 de Natal | 2000 | shg06_xmaskill.xml |
| 13096 | AS50 de Natal | 2000 | sr04_xmaskill.xml |
| 13097 | Desert Eagle de Natal | 200 | pt01_xmaskill.xml |
| 13098 | Bandeira da Bielorrússia | 1 | belarus_flag_02.xml |
| 13105 | Hera Arms CQR Great Gatsby | 2500 | ar32_friday01kill.xml |
| 13106 | Stoner LMG A1 Great Gatsby | 2500 | mg25_friday01kill.xml |
| 13107 | Winchester 1887 Great Gatsby | 2500 | shg44_friday01kill.xml |
| 13108 | Marlin 1894 Custom Great Gatsby | 2500 | shg50_friday01kill.xml |
| 13109 | SIG MPX SBR Custom Great Gatsby | 2500 | smg46_friday01kill.xml |
| 13110 | Thompson M1928 Great Gatsby | 2500 | smg47_friday01kill.xml |
| 13111 | Remington MSR Great Gatsby | 2500 | sr44_friday01kill.xml |
| 13112 | H&K G28 Great Gatsby | 2500 | sr45_friday01kill.xml |
| 13113 | Maxim 9 Great Gatsby | 2500 | pt38_friday01kill.xml |
| 13114 | S&W M&P R8 Great Gatsby | 2500 | pt33_friday01kill.xml |
| 13115 | Katana Great Gatsby | 2500 | kn13_friday01kill.xml |
| 13144 | Player One' stripe | 1 | ru_stripe_swarm_01.xml |
| 13145 | Faixa "Enxame e Twitch" | 1 | ru_stripe_swarm_02.xml |
| 13146 | Faixa "Enxame na cidade" | 1 | ru_stripe_swarm_03.xml |
| 13147 | Faixa "Devorador de Enxame" | 1 | ru_stripe_swarm_04.xml |
| 13148 | Faixa "Depuração" | 1 | ru_stripe_swarm_05.xml |
| 13149 | Faixa "Aracnoameaça" | 1 | ru_stripe_swarm_06.xml |
| 13150 | Faixa "Enfrentando o Enxame Juntos" | 1 | ru_stripe_swarm_07.xml |
| 13151 | Garra Afiada | 5000 | kn45kill.xml |
| 13152 | Avançado: Garra Afiada | 10000 | kn45kill25.xml |
| 13153 | Karambitossauro | 999 | kn45_gold01kill.xml |
| 13161 | Hidden War | 1 | ru_stripe_console_01.xml |
| 13162 | Hidden War | 1 | ru_stripe_console_02.xml |
| 13163 | Hidden War | 1 | ru_stripe_console_03.xml |
| 13164 | Hidden War | 1 | ru_stripe_console_04.xml |
| 13165 | Hidden War | 1 | ru_stripe_console_05.xml |
| 13166 | Hidden War | 1 | ru_stripe_console_06.xml |
| 13167 | Hidden War | 1 | ru_stripe_console_07.xml |
| 13168 | Hidden War | 1 | ru_stripe_console_08.xml |
| 13169 | Hidden War | 1 | ru_stripe_console_09.xml |
| 13173 | Entre os Melhores | 1 | wfpro_lanfinal2021_stripe01.xml |
| 13174 | Franco-atirador Profissional: Custom | 5000 | sr52_kill.xml |
| 13175 | Franco-atirador Mestre: Custom | 10000 | sr52_kill25.xml |
| 13176 | Feliz aniversário | 1 | anniversary_09.xml |
| 20000 | Bandeira dos Estados Unidos | 1 | usa_flag_01.xml |
| 20001 | Bandeira da França | 1 | france_flag_01.xml |
| 20002 | Bandeira da Polônia | 1 | poland_flag_01.xml |
| 20003 | Bandeira Britânica | 1 | uk_flag_01.xml |
| 20004 | Bandeira da Alemanha | 1 | germany_flag_01.xml |
| 20005 | Bandeira da Turquia | 1 | turkey_flag_01.xml |
| 20006 | Bandeira da Rússia | 1 | russia_flag_01.xml |
| 20007 | Bandeira da Ucrânia | 1 | ukraine_flag_01.xml |
| 20008 | Bandeira da Austrália | 1 | australia_flag_01.xml |
| 20009 | Bandeira da Suécia | 1 | sweden_flag_01.xml |
| 20010 | Bandeira da Argentina | 1 | argentina_flag_01.xml |
| 20011 | Bandeira de Portugal | 1 | portugal_flag_01.xml |
| 20012 | Bandeira do Brasil | 1 | brazil_flag_01.xml |
| 20013 | Bandeira da Espanha | 1 | spain_flag_01.xml |
| 20014 | Bandeira da Itália | 1 | italy_flag_01.xml |
| 20015 | Bandeira Pirata | 1 | pirate_flag_01.xml |
| 20016 | Bandeira da Suíça | 1 | switzerland_flag_01.xml |
| 20017 | Bandeira da Áustria | 1 | austria_flag_01.xml |
| 20018 | Bandeira da Bélgica | 1 | belgium_flag_01.xml |
| 20019 | Bandeira do Canadá | 1 | canada_flag_01.xml |
| 20020 | Bandeira do México | 1 | mexico_flag_01.xml |
| 20021 | Bandeira da Holanda | 1 | netherlands_flag_01.xml |
| 20022 | Bandeira da República Checa | 1 | czech_flag_01.xml |
| 20023 | Bandeira da Hungria | 1 | hungary_flag_01.xml |
| 20024 | Bandeira da Romênia | 1 | romania_flag_01.xml |
| 20025 | Bandeira da Nova Zelândia | 1 | newzealand_flag_01.xml |
| 20026 | Bandeira da Irlanda | 1 | ireland_flag_01.xml |
| 20027 | Bandeira da República da Coreia | 1 | korea_flag_01.xml |
| 20028 | Bandeira da China | 1 | china_flag_01.xml |
| 20029 | Bandeira de Israel | 1 | israel_flag_01.xml |
| 20030 | Bandeira do Chile | 1 | chile_flag_01.xml |
| 20031 | Bandeira da Colômbia | 1 | colombia_flag_01.xml |
| 20032 | Flag of Greece | 1 | greece_flag_01.xml |
| 20033 | Bandeira da Dinamarca | 1 | denmark_flag_01.xml |
| 20034 | Bandeira da Eslováquia | 1 | slovakia_flag_01.xml |
| 20035 | Bandeira do Japão | 1 | japan_flag_01.xml |
| 20036 | Bandeira da Finlândia | 1 | finland_flag_01.xml |
| 20037 | Bandeira da Noruega | 1 | norway_flag_01.xml |
| 20038 | Bandeira do Peru | 1 | peru_flag_01.xml |
| 20039 | Bandeira da Indonésia | 1 | indonesia_flag_01.xml |
| 20040 | Bandeira da Sérvia | 1 | serbia_flag_01.xml |
| 20041 | Bandeira da Venezuela | 1 | venezuela_flag_01.xml |
| 20042 | Bandeira da Bulgária | 1 | bulgaria_flag_01.xml |
| 20043 | Bandeira das Filipinas | 1 | philippines_flag_01.xml |
| 20044 | Bandeira do Egito | 1 | egypt_flag_01.xml |
| 20045 | Bandeira da Croácia | 1 | croatia_flag_01.xml |
| 20046 | Bandeira de Hong Kong | 1 | hongkong_flag_01.xml |
| 20047 | Bandeira da Argélia | 1 | algeria_flag_01.xml |
| 20048 | Bandeira do Vietnã | 1 | vietnam_flag_01.xml |
| 20051 | Bombástico | 1 | pin_up_03.xml |
| 20054 | Renga | 1 | roccat03.xml |
| 20055 | Moderador da Comunidade | 1 | moderator01.xml |
| 20056 | 3º Lugar do Torneio ESL | 1 | esl01.xml |
| 20057 | 2º Lugar do Torneio ESL | 1 | esl02.xml |
| 20058 | 1º Lugar do Torneio ESL | 1 | esl03.xml |
| 20059 | Bandeira da Albânia | 1 | albania_flag_01.xml |
| 20060 | Bandeira da Inglaterra | 1 | england_flag_01.xml |
| 20061 | Bandeira da Irlanda do Norte | 1 | northernireland_flag_01.xml |
| 20062 | Bandeira do País de Gales | 1 | wales_flag_01.xml |
| 20063 | Bandeira da Islândia | 1 | iceland_flag_01.xml |
| 20067 | Primeiro lugar nas eliminatórias do desafio de clãs | 1 | clan_challenge_04.xml |
| 20068 | Segundo lugar nas eliminatórias do desafio de clãs | 1 | clan_challenge_05.xml |
| 20069 | Terceiro lugar nas eliminatórias do desafio de clãs | 1 | clan_challenge_06.xml |
| 20070 | Bandeira do Azerbaijão | 1 | azerbaijan_flag_01.xml |
| 20071 | Bandeira da Armênia | 1 | armenia_flag_01.xml |
| 20072 | Bandeira da Bielorrússia | 1 | belarus_flag_01.xml |
| 20073 | Bandeira da Estônia | 1 | estonia_flag_01.xml |
| 20074 | Bandeira da Geórgia | 1 | georgia_flag_01.xml |
| 20075 | Bandeira do Cazaquistão | 1 | kazakhstan_flag_01.xml |
| 20076 | Bandeira do Quirguistão | 1 | kyrgyzstan_flag_01.xml |
| 20077 | Bandeira da Letônia | 1 | latvia_flag_01.xml |
| 20078 | Bandeira da Lituânia | 1 | lithuania_flag_01.xml |
| 20079 | Bandeira da Moldávia | 1 | moldova_flag_01.xml |
| 20080 | Bandeira do Tadjiquistão | 1 | tajikistan_flag_01.xml |
| 20081 | Bandeira da Tailândia | 1 | thailand_flag_01.xml |
| 20082 | Bandeira do Turcomenistão | 1 | turkmenistan_flag_01.xml |
| 20083 | Bandeira do Uzbequistão | 1 | uzbekistan_flag_01.xml |
| 20152 | Bandeira da Índia | 1 | india_flag_01.xml |
| 20154 | Bandeira da Bósnia | 1 | bosnia_flag_01.xml |
| 20155 | Bandeira de Honduras | 1 | honduras_flag_01.xml |
| 20156 | Bandeira do Iraque | 1 | iraq_flag_01.xml |
| 20157 | Bandeira do Marrocos | 1 | morocco_flag_01.xml |
| 20158 | Bandeira da Namíbia | 1 | namibia_flag_01.xml |
| 20159 | Bandeira da Escócia | 1 | scotland_flag_01.xml |
| 20160 | Bandeira da África do Sul | 1 | africas_flag_01.xml |
| 20161 | Bandeira do Sri Lanka | 1 | srilanka_flag_01.xml |
| 20162 | Bandeira do Uruguai | 1 | uruguay_flag_01.xml |
| 20163 | Bandeira da União Europeia | 1 | eu_flag_01.xml |
| 20164 | Bandeira do Pacifismo | 1 | pacifist_flag_01.xml |
| 20165 | Bandeira de Bangladesh | 1 | bangladesh_flag_01.xml |
| 20166 | Bandeira da República Dominicana | 1 | dominican_republic_flag_01.xml |
| 20167 | Bandeira do Irã | 1 | iran_flag_01.xml |
| 20168 | Bandeira da Mongólia | 1 | mongolia_flag_01.xml |
| 20169 | Bandeira do Paquistão | 1 | pakistan_flag_01.xml |
| 20170 | Bandeira da Tunísia | 1 | tunisia_flag_01.xml |
| 20180 | Pulverizador Perito | 500 | pt40kill.xml |
| 20181 | Pulverizador Mestre | 1000 | pt40kill10.xml |
| 20182 | Martelo alegre | 500 | kn23kill.xml |
| 20183 | Martelo assassino | 1000 | kn23kill10.xml |
| 20200 | AK-103 Flor de Cerejeira | 2500 | ar04_samurai02kill.xml |
| 20201 | FN FAL DSA-58 Flor de Cerejeira | 2500 | ar30_samurai02kill.xml |
| 20202 | F90 MBR Flor de Cerejeira | 2500 | ar36_samurai02kill.xml |
| 20203 | Kriss Super V Flor de Cerejeira | 2500 | smg03_samurai02kill.xml |
| 20204 | CZ Scorpion EVO 3 A1 Flor de Cerejeira | 2500 | smg38_samurai02kill.xml |
| 20205 | Thompson M1928 Flor de Cerejeira | 2500 | smg47_samurai02kill.xml |
| 20206 | Benelli M4 Super 90 Flor de Cerejeira | 2500 | shg22_samurai02kill.xml |
| 20207 | Fostech Origin-12 Flor de Cerejeira | 2500 | shg45_samurai02kill.xml |
| 20208 | Marlin 1894 Custom Flor de Cerejeira | 2500 | shg50_samurai02kill.xml |
| 20209 | Alpine Flor de Cerejeira | 2500 | sr03_samurai02kill.xml |
| 20211 | Truvelo CMS 20x42 mm Flor de Cerejeira | 2500 | sr47_samurai02kill.xml |
| 20212 | Colt Python Elite Flor de Cerejeira | 2500 | pt02_samurai02kill.xml |
| 20213 | Glock 18C Flor de Cerejeira | 2500 | pt21_samurai02kill.xml |
| 20214 | Pá Flor de Cerejeira | 2500 | kn05_samurai02kill.xml |
| 20215 | Katana Flor de Cerejeira | 2500 | kn13_samurai02kill.xml |
| 20216 | McMillan CS5 Flor de Cerejeira | 2500 | sr09_samurai02kill.xml |
| 20218 | Promessas Queimando | 1 | ru_september3rd_stripe_01.xml |
| 20220 | Olho de gavião (Avançado) | 10000 | sr51kill25.xml |
| 20221 | Olho de gavião | 5000 | sr51_kill.xml |
| 20711 | Vampiro | 5000 | smg53kill.xml |
| 20712 | Vampiro (Avançado) | 10000 | smg53kill25.xml |
| 20713 | Lorde Drácula | 999 | smg53_gold_kill_01.xml |
| 20715 | Cavaleiro da Morte | 5000 | smg54kill.xml |
| 20716 | Avançado: Cavaleiro da Morte | 10000 | smg54kill25.xml |
| 20717 | Lich Rei | 999 | smg54_gold_kill_01.xml |
| 20718 | Proteja-se | 5000 | smg55kill.xml |
| 20719 | Proteja o que é seu | 10000 | smg55kill25.xml |
| 20720 | Dourada e veloz | 999 | smg55_gold_kill01.xml |
| 30018 | Equipe satisfeira | 1 | ru_bigbon_stripe_01.xml |
| 30031 | Matador de Dragões | 5000 | ar39kill.xml |
| 30032 | Avançado: Matador de Dragões | 10000 | ar39kill25.xml |
| 30033 | Engolidor de Dragões | 999 | ar39_gold_kill_01.xml |
| 30052 | MSBS Radon Light Cycle | 2500 | ar26_mrgtrnkill.xml |
| 30053 | Hera Arms CQR Light Cycle | 2500 | ar32_mrgtrnkill.xml |
| 30054 | Fabarm P.S.S.10 Light Cycle | 2500 | shg43_mrgtrnkill.xml |
| 30055 | Uzkon UNG-12 Light Cycle | 2500 | shg47_mrgtrnkill.xml |
| 30056 | H&K MP5A5 Custom Light Cycle | 2500 | smg39_mrgtrnkill.xml |
| 30057 | LWRC SMG-45 Light Cycle | 2500 | smg45_mrgtrnkill.xml |
| 30058 | Steyr Scout Light Cycle | 2500 | sr34_mrgtrnkill.xml |
| 30059 | AT308 Light Cycle | 2500 | sr39_mrgtrnkill.xml |
| 30062 | Hidriforme | 10000 | arena01_stripe_01.xml |
| 30063 | Luzes Festivas | 1000 | xmas05_stripe_01.xml |
| 30064 | Uzi Pro Rime | 2500 | smg42_xmas05kill.xml |
| 30065 | SAI GRY AR-15 Rime | 2500 | ar28_xmas05kill.xml |
| 30066 | Faca Bowie M48 Rime | 2500 | kn18_xmas05kill.xml |
| 30067 | MPA 930DMG Rime | 2500 | pt34_xmas05kill.xml |
| 30068 | SAP-6 Rime | 2500 | shg48_xmas05kill.xml |
| 30069 | Gepard GM6 Lynx Rime | 2500 | sr43_xmas05kill.xml |
| 30070 | Caçador Apache | 10000 | apache01_stripe_01.xml |
| 30071 | Enfield L85A2 Custom Frankenstein | 2500 | ar25_hlw04kill.xml |
| 30072 | DP-12 Frankenstein | 2500 | shg42_hlw04kill.xml |
| 30073 | SIG MPX SBR Custom Frankenstein | 2500 | smg46_hlw04kill.xml |
| 30074 | AX308 Frankenstein | 2500 | sr31_hlw04kill.xml |
| 30075 | Escolhas Sombrias | 10000 | raid02_stripe_01.xml |
| 30078 | Chuva de Balas | 5000 | mg26kill.xml |
| 30079 | Avançado: Chuva de Balas | 10000 | mg26kill25.xml |
| 30080 | Lidere o Caminho | 999 | mg26_gold_kill_01.xml |
| 30109 | Ritual Satânico | 1000 | hlw02kill_03.xml |
| 30500 | Emissário da Morte | 999 | shg51_gold_kill_01.xml |
| 40002 | Grande Famiglia | 5000 | ar22_bronze01_console_kill.xml |
| 40003 | Um Prato que se Come Frio | 5000 | kn07_bronze01_console_kill.xml |
| 40004 | Nada Pessoal | 5000 | pt01_bronze01_console_kill.xml |
| 40005 | Mensagens Siciliana | 5000 | shg44_bronze01_console_kill.xml |
| 40006 | Insulto Pessoal | 5000 | shg50_bronze01_console_kill.xml |
| 40007 | Minhas Saudações | 5000 | smg47_bronze01_console_kill.xml |
| 40008 | Oferta Irrecusável | 5000 | sr14_bronze01_console_kill.xml |
| 40009 | Hera Arms CQR Infernal | 5000 | ar32_dragon01kill.xml |
| 40010 | AK-12 Infernal | 5000 | ar35_dragon01kill.xml |
| 40011 | Uzkon UNG-12 Infernal | 5000 | shg47_dragon01kill.xml |
| 40012 | CZ Scorpion EVO Infernal | 5000 | smg38_dragon01kill.xml |
| 40013 | Barrett M98B Infernal | 5000 | sr16_dragon01kill.xml |
| 40017 | Taco Farpado | 1500 | kn47_wire01_console_kill.xml |
| 40018 | Ambição Reforçada | 1000 | kn48_console_kill.xml |
| 40019 | Caráter Esportivo | 1000 | kn49_console_kill.xml |
| 40031 | Ajuste de Contas | 1 | bp07_console_stripe_01.xml |
| 40032 | Guerra Urbana | 1 | bp07_console_stripe_02.xml |
| 40033 | Escurecendo | 1 | bp07_console_stripe_03.xml |
| 40034 | Das Sombras | 1 | bp07_console_stripe_04.xml |
| 40043 | Famas F1 Special | 5000 | ar13_drum_01_console_kill.xml |
| 40057 | Facão Survival | 5000 | kn52_console_kill.xml |
| 40058 | MAG-7 Special | 5000 | shg40_rift01_console_kill.xml |
| 40059 | Facão Flamethrower | 2500 | kn201_kill.xml |
| 40060 | Facão ChainSAW | 2500 | kn202_kill.xml |
| 40072 | Governante Supremo | 1 | bp_egypt_stripe_01.xml |
| 40073 | Sinal Divino | 1 | bp_egypt_stripe_02.xml |
| 40074 | Guardião Eterno | 1 | bp_egypt_stripe_03.xml |
| 40075 | Origens | 1 | bp_egypt_stripe_04.xml |
| 40076 | Galil AR Special Pharaoh | 5000 | ar00001_kill.xml |
| 40077 | Derya MK-10 VR 102 Special Pharaoh | 5000 | shg00002_kill.xml |
| 40078 | H&K MP7 Special Pharaoh | 5000 | smg01_wings00001_kill.xml |
| 40079 | AWM Special Pharaoh | 5000 | sr14_egypt00001_kill.xml |
| 40080 | Diabo com uma Espingarda | 5000 | shg00001_kill.xml |
| 40083 | O Novo Reino | 5000 | kn200_kill.xml |
| 40087 | Meu jeito ninja | 5000 | kn00002kill.xml |
| 40088 | Temperamental | 1500 | shg00003_kill.xml |
| 40095 | AK Alpha Highwayman | 5000 | ar29_rock00001kill.xml |
| 40096 | HX Outdoor Trident Highwayman | 5000 | kn22_fireguitar00001kill.xml |
| 40098 | Fabarm STF 12 Short Highwayman | 1500 | shg00003_hr00001kill.xml |
| 40099 | Famas F1 Special Highwayman | 5000 | ar13_drum_01_hr00001kill.xml |
| 40100 | MAG-7 Special Highwayman | 5000 | shg40_hardrock00001kill.xml |
| 40101 | Thompson M1928 Highwayman | 5000 | smg47_hardrock00002kill.xml |
| 40102 | Gilboa Snake DBR Highwayman | 5000 | smg51_hr00001kill.xml |
| 40103 | CDX-MC Kraken Highwayman | 5000 | sr46_hr00001kill.xml |
| 40104 | DVL-10 M2 Highwayman | 5000 | sr51_rock00001kill.xml |
| 40105 | Acione a lâmina | 5000 | kn00004_kill.xml |
| 40106 | Clássico eterno | 5000 | ar00002_kill.xml |
| 40115 | Pai de Todas as Bombas | 1 | desert_dog00001_stripe.xml |
| 40116 | Pequeno Exército | 1 | desert_dog00002_stripe.xml |
| 40117 | Pra cima deles! | 2500 | smg00001_kill.xml |
